id,comp_bx,comp_by,comp_bz,comp_bt,lon_gsm,lat_gsm,density,speed,temperature
"{'date': '2019-11-06', 'time': '09:28:00'}",-2.48,-0.96,-0.98,2.83,201.13,-20.34,3.28,393.9,53659.0
"{'date': '2019-11-06', 'time': '09:29:00'}",-2.5,-0.87,-0.95,2.81,199.21,-19.66,3.39,392.2,55417.0
"{'date': '2019-11-06', 'time': '09:30:00'}",-2.31,-1.21,-1.02,2.8,207.75,-21.3,3.35,393.3,53986.0
"{'date': '2019-11-06', 'time': '09:31:00'}",-2.45,-1.48,-0.61,2.92,211.11,-12.15,3.2,396.5,54819.0
"{'date': '2019-11-06', 'time': '09:32:00'}",-2.51,-1.44,-0.47,2.94,209.87,-9.17,3.47,396.8,54353.0
"{'date': '2019-11-06', 'time': '09:33:00'}",-2.58,-1.33,-0.79,3.01,207.36,-15.23,3.19,396.9,58170.0
"{'date': '2019-11-06', 'time': '09:34:00'}",-2.58,-1.41,-0.02,2.94,208.57,-0.48,3.48,395.5,54706.0
"{'date': '2019-11-06', 'time': '09:35:00'}",-2.64,-1.26,0.19,2.93,205.6,3.79,3.21,399.2,58253.0
"{'date': '2019-11-06', 'time': '09:36:00'}",-2.49,-1.57,-0.45,2.98,212.23,-8.7,3.59,397.1,51008.0
"{'date': '2019-11-06', 'time': '09:37:00'}",-2.5,-1.4,0.22,2.87,209.34,4.35,3.21,396.2,55972.0
"{'date': '2019-11-06', 'time': '09:38:00'}",-2.49,-1.46,0.21,2.9,210.4,4.14,3.26,395.9,53028.0
"{'date': '2019-11-06', 'time': '09:39:00'}",-2.53,-1.46,-0.04,2.92,209.95,-0.86,3.16,396.5,54190.0
"{'date': '2019-11-06', 'time': '09:40:00'}",-2.67,-1.17,-0.03,2.91,203.66,-0.62,3.42,395.5,54202.0
"{'date': '2019-11-06', 'time': '09:41:00'}",-2.65,-0.77,-0.29,2.77,196.16,-6.1,3.35,394.5,59152.0
"{'date': '2019-11-06', 'time': '09:42:00'}",-2.84,-0.77,-0.3,2.96,195.26,-5.79,3.31,394.1,61197.0
"{'date': '2019-11-06', 'time': '09:43:00'}",-3.16,-0.34,-0.17,3.18,186.12,-3.13,3.3,394.1,67222.0
"{'date': '2019-11-06', 'time': '09:44:00'}",-2.92,-0.18,-1.26,3.18,183.52,-23.34,3.51,392.6,64823.0
"{'date': '2019-11-06', 'time': '09:45:00'}",-2.95,-0.05,-1.09,3.15,181.05,-20.2,3.57,391.9,61783.0
"{'date': '2019-11-06', 'time': '09:46:00'}",-2.96,-0.07,-1.04,3.14,181.28,-19.26,3.49,393.0,65460.0
"{'date': '2019-11-06', 'time': '09:47:00'}",-2.86,-0.12,-1.03,3.04,182.44,-19.82,3.7,392.9,62738.0
"{'date': '2019-11-06', 'time': '09:48:00'}",-2.92,-0.02,-1.02,3.09,180.31,-19.25,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '09:49:00'}",-2.98,-0.09,-0.89,3.11,181.67,-16.63,3.73,393.7,67216.0
"{'date': '2019-11-06', 'time': '09:50:00'}",-3.01,-0.14,-0.8,3.12,182.68,-14.85,3.69,393.7,67284.0
"{'date': '2019-11-06', 'time': '09:51:00'}",-3.05,-0.2,-0.66,3.13,183.8,-12.17,3.28,393.7,67804.0
"{'date': '2019-11-06', 'time': '09:52:00'}",-3.11,-0.19,-0.37,3.14,183.59,-6.78,3.63,393.1,65259.0
"{'date': '2019-11-06', 'time': '09:53:00'}",-3.07,-0.24,-0.13,3.09,184.39,-2.5,3.15,395.2,71337.0
"{'date': '2019-11-06', 'time': '09:54:00'}",-3.01,-0.26,-0.11,3.02,184.87,-2.06,3.47,393.9,65985.0
"{'date': '2019-11-06', 'time': '09:55:00'}",-3.07,-0.3,-0.16,3.09,185.57,-3.02,3.29,394.5,68328.0
"{'date': '2019-11-06', 'time': '09:56:00'}",-3.15,-0.3,-0.21,3.17,185.48,-3.82,3.42,393.9,66031.0
"{'date': '2019-11-06', 'time': '09:57:00'}",-3.05,-0.22,0.14,3.06,184.16,2.57,3.41,395.2,69375.0
"{'date': '2019-11-06', 'time': '09:58:00'}",-3.02,-0.34,0.31,3.05,186.51,5.87,3.43,395.5,67019.0
"{'date': '2019-11-06', 'time': '09:59:00'}",-3.04,-0.31,0.39,3.08,185.88,7.19,3.24,395.6,66271.0
"{'date': '2019-11-06', 'time': '10:00:00'}",999999999.0,999999999.0,999999999.0,999999999.0,999999999.0,999999999.0,3.08,396.0,67542.0
"{'date': '2019-11-06', 'time': '10:01:00'}",999999999.0,999999999.0,999999999.0,999999999.0,999999999.0,999999999.0,3.04,397.1,65184.0
"{'date': '2019-11-06', 'time': '10:02:00'}",-3.01,-0.19,0.46,3.05,183.69,8.6,3.12,396.6,64494.0
"{'date': '2019-11-06', 'time': '10:03:00'}",-3.03,-0.28,0.39,3.06,185.22,7.25,3.21,395.9,64269.0
"{'date': '2019-11-06', 'time': '10:04:00'}",-3.12,-0.13,-0.27,3.14,182.44,-4.92,3.26,396.3,67514.0
"{'date': '2019-11-06', 'time': '10:05:00'}",-3.16,-0.06,0.01,3.16,181.18,0.11,3.73,396.0,71197.0
"{'date': '2019-11-06', 'time': '10:06:00'}",-3.16,-0.13,0.02,3.17,182.41,0.38,3.44,396.1,72558.0
"{'date': '2019-11-06', 'time': '10:07:00'}",-3.21,-0.1,0.02,3.22,181.79,0.33,3.61,393.8,66337.0
"{'date': '2019-11-06', 'time': '10:08:00'}",-3.25,-0.06,0.01,3.25,181.14,0.15,3.59,397.2,79429.0
"{'date': '2019-11-06', 'time': '10:09:00'}",-3.22,0.02,-0.02,3.22,179.61,-0.42,3.63,393.3,67181.0
"{'date': '2019-11-06', 'time': '10:10:00'}",-3.28,0.08,0.02,3.28,178.68,0.37,3.32,394.1,69844.0
"{'date': '2019-11-06', 'time': '10:11:00'}",-3.2,0.18,0.02,3.21,176.85,0.38,3.44,394.3,64917.0
"{'date': '2019-11-06', 'time': '10:12:00'}",-3.22,0.12,0.15,3.23,177.94,2.65,3.31,394.3,67302.0
"{'date': '2019-11-06', 'time': '10:13:00'}",-3.12,0.27,0.11,3.14,174.99,2.1,3.38,394.3,66046.0
"{'date': '2019-11-06', 'time': '10:14:00'}",-3.16,0.35,0.08,3.18,173.62,1.4,3.48,396.0,74722.0
"{'date': '2019-11-06', 'time': '10:15:00'}",-3.11,0.21,0.32,3.13,176.11,5.8,3.42,395.8,71123.0
"{'date': '2019-11-06', 'time': '10:16:00'}",-3.13,0.4,0.26,3.17,172.67,4.64,3.24,395.2,66651.0
"{'date': '2019-11-06', 'time': '10:17:00'}",-3.0,0.64,0.22,3.08,167.97,4.16,3.25,395.3,67422.0
"{'date': '2019-11-06', 'time': '10:18:00'}",-2.97,0.71,0.05,3.06,166.64,1.0,3.39,395.0,65948.0
"{'date': '2019-11-06', 'time': '10:19:00'}",-2.97,0.83,-0.2,3.09,164.45,-3.67,3.35,395.0,66073.0
"{'date': '2019-11-06', 'time': '10:20:00'}",-2.98,0.77,0.05,3.08,165.55,0.98,3.4,394.5,63637.0
"{'date': '2019-11-06', 'time': '10:21:00'}",-3.02,0.79,-0.06,3.12,165.26,-1.16,3.25,395.0,66111.0
"{'date': '2019-11-06', 'time': '10:22:00'}",-3.01,0.77,-0.01,3.11,165.68,-0.27,3.4,391.4,54753.0
"{'date': '2019-11-06', 'time': '10:23:00'}",-2.95,0.9,0.32,3.1,163.14,5.84,3.38,391.5,54950.0
"{'date': '2019-11-06', 'time': '10:24:00'}",-2.82,0.95,0.44,3.01,161.3,8.48,3.02,396.0,60641.0
"{'date': '2019-11-06', 'time': '10:25:00'}",-2.92,0.9,0.28,3.07,162.94,5.27,3.18,396.0,60137.0
"{'date': '2019-11-06', 'time': '10:26:00'}",-2.92,0.93,0.2,3.07,162.3,3.71,3.08,395.9,64131.0
"{'date': '2019-11-06', 'time': '10:27:00'}",-2.99,0.93,-0.07,3.13,162.65,-1.25,3.39,394.7,61940.0
"{'date': '2019-11-06', 'time': '10:28:00'}",-2.99,0.93,-0.19,3.14,162.68,-3.54,3.29,394.7,62012.0
"{'date': '2019-11-06', 'time': '10:29:00'}",-3.05,0.82,-0.16,3.17,164.9,-2.81,3.38,393.6,59833.0
"{'date': '2019-11-06', 'time': '10:30:00'}",-3.05,0.75,-0.06,3.14,166.19,-1.12,3.39,393.4,64156.0
"{'date': '2019-11-06', 'time': '10:31:00'}",-3.05,0.5,0.44,3.12,170.6,8.08,3.32,394.9,63073.0
"{'date': '2019-11-06', 'time': '10:32:00'}",-3.03,0.51,0.2,3.08,170.42,3.71,3.27,395.3,62740.0
"{'date': '2019-11-06', 'time': '10:33:00'}",-3.06,0.44,0.18,3.1,171.84,3.4,3.35,394.4,65155.0
"{'date': '2019-11-06', 'time': '10:34:00'}",-3.07,0.32,0.14,3.09,174.02,2.62,3.4,394.2,66609.0
"{'date': '2019-11-06', 'time': '10:35:00'}",-3.03,0.28,0.14,3.05,174.79,2.55,3.35,393.9,68455.0
"{'date': '2019-11-06', 'time': '10:36:00'}",-3.01,0.3,0.15,3.03,174.24,2.79,3.45,393.9,65180.0
"{'date': '2019-11-06', 'time': '10:37:00'}",-3.05,0.27,0.21,3.07,174.86,3.87,3.29,394.5,66518.0
"{'date': '2019-11-06', 'time': '10:38:00'}",-2.99,0.3,0.21,3.02,174.27,4.05,3.44,394.4,63537.0
"{'date': '2019-11-06', 'time': '10:39:00'}",-2.95,0.3,0.2,2.97,174.27,3.94,3.21,394.2,67700.0
"{'date': '2019-11-06', 'time': '10:40:00'}",-2.97,0.3,0.22,3.0,174.24,4.28,3.44,393.8,63026.0
"{'date': '2019-11-06', 'time': '10:41:00'}",-2.96,0.3,0.26,2.99,174.3,5.01,3.19,395.1,67141.0
"{'date': '2019-11-06', 'time': '10:42:00'}",-2.97,0.32,0.27,3.0,173.87,5.21,3.29,394.7,65106.0
"{'date': '2019-11-06', 'time': '10:43:00'}",-3.04,0.34,0.27,3.07,173.59,5.0,3.18,394.9,69622.0
"{'date': '2019-11-06', 'time': '10:44:00'}",-3.06,0.31,0.2,3.09,174.29,3.66,3.35,394.6,66594.0
"{'date': '2019-11-06', 'time': '10:45:00'}",-3.06,0.26,0.17,3.08,175.11,3.12,3.34,394.3,68260.0
"{'date': '2019-11-06', 'time': '10:46:00'}",-3.25,0.52,0.33,3.31,170.87,5.76,3.4,395.8,65230.0
"{'date': '2019-11-06', 'time': '10:47:00'}",-3.2,0.47,0.35,3.25,171.59,6.23,3.35,397.1,64834.0
"{'date': '2019-11-06', 'time': '10:48:00'}",-3.15,0.4,0.47,3.21,172.68,8.34,3.31,397.1,64791.0
"{'date': '2019-11-06', 'time': '10:49:00'}",-3.11,0.5,0.43,3.18,170.94,7.76,3.21,397.4,64519.0
"{'date': '2019-11-06', 'time': '10:50:00'}",-2.95,0.61,0.41,3.04,168.25,7.69,3.13,397.5,65028.0
"{'date': '2019-11-06', 'time': '10:51:00'}",-2.91,0.62,0.59,3.03,167.98,11.21,3.23,396.4,63218.0
"{'date': '2019-11-06', 'time': '10:52:00'}",-2.92,0.79,0.36,3.05,164.9,6.7,3.22,398.1,68126.0
"{'date': '2019-11-06', 'time': '10:53:00'}",-2.92,0.52,0.4,3.0,169.86,7.58,3.57,401.5,79445.0
"{'date': '2019-11-06', 'time': '10:54:00'}",-2.97,0.69,0.24,3.06,166.89,4.6,3.12,396.7,69687.0
"{'date': '2019-11-06', 'time': '10:55:00'}",-2.93,0.82,0.06,3.04,164.32,1.13,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '10:56:00'}",-3.15,0.85,-0.13,3.27,164.93,-2.22,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '10:57:00'}",-3.04,0.81,-0.18,3.15,164.99,-3.34,3.02,395.5,69641.0
"{'date': '2019-11-06', 'time': '10:58:00'}",-3.07,0.86,-0.1,3.19,164.29,-1.81,3.53,402.4,86842.0
"{'date': '2019-11-06', 'time': '10:59:00'}",-3.12,0.82,-0.18,3.23,165.29,-3.25,3.32,401.7,86506.0
"{'date': '2019-11-06', 'time': '11:00:00'}",-3.17,0.74,-0.26,3.26,166.81,-4.51,3.44,397.4,76848.0
"{'date': '2019-11-06', 'time': '11:01:00'}",-3.23,0.68,-0.18,3.3,168.08,-3.09,3.32,397.8,74424.0
"{'date': '2019-11-06', 'time': '11:02:00'}",-3.21,0.62,-0.05,3.27,169.01,-0.96,3.33,397.9,72267.0
"{'date': '2019-11-06', 'time': '11:03:00'}",-3.23,0.61,-0.08,3.28,169.36,-1.46,3.19,395.6,65446.0
"{'date': '2019-11-06', 'time': '11:04:00'}",-3.16,0.77,-0.23,3.26,166.38,-4.11,3.35,395.9,66629.0
"{'date': '2019-11-06', 'time': '11:05:00'}",-3.08,0.74,-0.34,3.18,166.4,-6.06,3.42,396.2,69014.0
"{'date': '2019-11-06', 'time': '11:06:00'}",-3.2,0.56,-0.17,3.25,170.05,-2.94,3.27,394.8,67394.0
"{'date': '2019-11-06', 'time': '11:07:00'}",-3.27,0.47,-0.16,3.31,171.87,-2.85,3.41,395.8,70195.0
"{'date': '2019-11-06', 'time': '11:08:00'}",-3.25,0.55,-0.26,3.31,170.42,-4.51,3.28,395.9,67056.0
"{'date': '2019-11-06', 'time': '11:09:00'}",-3.29,0.56,-0.31,3.35,170.41,-5.25,3.45,396.0,65768.0
"{'date': '2019-11-06', 'time': '11:10:00'}",-3.27,0.48,-0.35,3.33,171.74,-6.05,3.29,395.4,66735.0
"{'date': '2019-11-06', 'time': '11:11:00'}",-3.24,0.46,-0.37,3.29,171.92,-6.53,3.51,394.7,63561.0
"{'date': '2019-11-06', 'time': '11:12:00'}",-3.09,0.41,-0.42,3.15,172.42,-7.62,3.31,394.9,70575.0
"{'date': '2019-11-06', 'time': '11:13:00'}",-2.91,0.42,-0.47,2.98,171.85,-9.1,3.53,393.5,64442.0
"{'date': '2019-11-06', 'time': '11:14:00'}",-2.88,0.56,-0.36,2.96,168.99,-6.96,3.18,395.0,66265.0
"{'date': '2019-11-06', 'time': '11:15:00'}",-2.81,0.61,-0.37,2.9,167.72,-7.3,3.49,395.2,65195.0
"{'date': '2019-11-06', 'time': '11:16:00'}",-2.83,0.69,-0.45,2.94,166.21,-8.79,3.26,394.8,67009.0
"{'date': '2019-11-06', 'time': '11:17:00'}",-2.78,0.62,-0.47,2.89,167.49,-9.41,3.31,394.2,64067.0
"{'date': '2019-11-06', 'time': '11:18:00'}",-2.82,0.66,-0.47,2.94,166.74,-9.14,3.26,394.7,65639.0
"{'date': '2019-11-06', 'time': '11:19:00'}",-2.77,0.92,-0.44,2.95,161.55,-8.51,3.23,394.9,64108.0
"{'date': '2019-11-06', 'time': '11:20:00'}",-2.71,1.22,-0.49,3.01,155.87,-9.3,3.17,395.0,61459.0
"{'date': '2019-11-06', 'time': '11:21:00'}",-2.76,0.98,-0.55,2.98,160.34,-10.72,3.23,395.1,61078.0
"{'date': '2019-11-06', 'time': '11:22:00'}",-2.84,0.46,-0.95,3.03,170.84,-18.23,3.32,394.1,62708.0
"{'date': '2019-11-06', 'time': '11:23:00'}",-2.79,0.58,-0.96,3.01,168.15,-18.71,3.28,392.9,64913.0
"{'date': '2019-11-06', 'time': '11:24:00'}",-2.77,0.82,-0.99,3.06,163.45,-18.88,3.55,393.1,62149.0
"{'date': '2019-11-06', 'time': '11:25:00'}",-2.83,0.72,-1.06,3.11,165.74,-19.92,3.32,393.6,62113.0
"{'date': '2019-11-06', 'time': '11:26:00'}",-2.75,0.62,-1.19,3.06,167.33,-22.81,3.48,392.9,60097.0
"{'date': '2019-11-06', 'time': '11:27:00'}",-2.92,0.44,-1.04,3.13,171.4,-19.46,3.27,393.4,61207.0
"{'date': '2019-11-06', 'time': '11:28:00'}",-3.02,0.2,-0.66,3.1,176.18,-12.35,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '11:29:00'}",-3.04,0.3,-0.8,3.16,174.4,-14.71,3.33,393.2,65167.0
"{'date': '2019-11-06', 'time': '11:30:00'}",-2.84,0.3,-0.94,3.0,173.96,-18.21,3.22,392.2,67146.0
"{'date': '2019-11-06', 'time': '11:31:00'}",-2.72,0.38,-1.1,2.95,172.1,-21.83,3.39,390.7,58405.0
"{'date': '2019-11-06', 'time': '11:32:00'}",-2.86,0.4,-0.88,3.01,172.01,-16.92,3.8,399.5,91425.0
"{'date': '2019-11-06', 'time': '11:33:00'}",-2.94,0.24,-0.73,3.04,175.29,-13.94,3.54,395.2,74729.0
"{'date': '2019-11-06', 'time': '11:34:00'}",-2.88,0.18,-0.84,3.01,176.4,-16.29,3.16,390.9,60839.0
"{'date': '2019-11-06', 'time': '11:35:00'}",-2.93,0.18,-0.86,3.06,176.45,-16.25,3.32,391.2,60571.0
"{'date': '2019-11-06', 'time': '11:36:00'}",-3.08,-0.36,-0.7,3.18,186.65,-12.67,3.39,392.1,64071.0
"{'date': '2019-11-06', 'time': '11:37:00'}",-2.7,0.43,-1.12,2.96,170.93,-22.24,3.42,393.4,67315.0
"{'date': '2019-11-06', 'time': '11:38:00'}",-2.7,0.57,-1.21,3.01,168.05,-23.69,3.65,396.3,71414.0
"{'date': '2019-11-06', 'time': '11:39:00'}",-2.96,0.03,-0.82,3.07,179.39,-15.54,3.7,398.4,77346.0
"{'date': '2019-11-06', 'time': '11:40:00'}",-3.06,-0.46,-0.64,3.16,188.47,-11.75,3.26,394.0,64890.0
"{'date': '2019-11-06', 'time': '11:41:00'}",-2.98,-0.63,-0.6,3.1,192.0,-11.11,3.24,393.0,61814.0
"{'date': '2019-11-06', 'time': '11:42:00'}",-2.98,-0.65,-0.35,3.07,192.25,-6.53,3.12,388.6,47398.0
"{'date': '2019-11-06', 'time': '11:43:00'}",-2.97,-0.6,-0.21,3.03,191.37,-4.06,3.06,392.1,56360.0
"{'date': '2019-11-06', 'time': '11:44:00'}",-2.94,-0.55,-0.27,3.01,190.65,-5.21,3.51,396.2,64182.0
"{'date': '2019-11-06', 'time': '11:45:00'}",-2.99,-0.64,0.09,3.06,192.11,1.63,3.03,391.2,56448.0
"{'date': '2019-11-06', 'time': '11:46:00'}",-2.89,-0.62,0.24,2.96,192.17,4.73,3.33,393.6,56903.0
"{'date': '2019-11-06', 'time': '11:47:00'}",-2.86,-0.54,0.3,2.93,190.7,5.79,3.13,394.2,58355.0
"{'date': '2019-11-06', 'time': '11:48:00'}",-2.9,-0.49,0.31,2.96,189.54,6.07,3.29,394.1,59254.0
"{'date': '2019-11-06', 'time': '11:49:00'}",-2.89,-0.76,0.42,3.01,194.75,8.02,3.06,394.9,58168.0
"{'date': '2019-11-06', 'time': '11:50:00'}",-2.83,-0.88,0.63,3.03,197.25,11.94,2.97,394.1,52851.0
"{'date': '2019-11-06', 'time': '11:51:00'}",-2.89,-0.49,-0.06,2.94,189.6,-1.14,3.07,394.2,54755.0
"{'date': '2019-11-06', 'time': '11:52:00'}",-2.01,-0.08,-1.01,2.25,182.4,-26.61,4.07,393.5,52099.0
"{'date': '2019-11-06', 'time': '11:53:00'}",-2.3,-0.3,-0.36,2.35,187.31,-8.75,4.33,392.1,47123.0
"{'date': '2019-11-06', 'time': '11:54:00'}",-2.5,-0.16,-0.08,2.5,183.56,-1.84,3.37,392.1,50170.0
"{'date': '2019-11-06', 'time': '11:55:00'}",-1.51,0.42,-0.98,1.85,164.52,-31.97,3.29,393.5,56481.0
"{'date': '2019-11-06', 'time': '11:56:00'}",0.59,1.1,-1.6,2.03,61.57,-52.05,3.6,398.7,58770.0
"{'date': '2019-11-06', 'time': '11:57:00'}",0.87,1.15,-1.57,2.13,53.08,-47.5,4.18,408.9,36981.0
"{'date': '2019-11-06', 'time': '11:58:00'}",0.68,1.23,-1.96,2.41,61.03,-54.47,4.1,408.7,38271.0
"{'date': '2019-11-06', 'time': '11:59:00'}",0.58,1.18,-2.03,2.42,63.86,-57.0,4.2,408.2,34167.0
"{'date': '2019-11-06', 'time': '12:00:00'}",0.45,1.31,-2.12,2.53,71.06,-56.95,3.86,407.2,33417.0
"{'date': '2019-11-06', 'time': '12:01:00'}",0.07,1.22,-2.28,2.59,86.81,-61.82,3.86,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '12:02:00'}",0.06,1.28,-2.5,2.81,87.32,-62.82,3.88,406.0,27194.0
"{'date': '2019-11-06', 'time': '12:03:00'}",-0.05,1.0,-2.44,2.64,92.73,-67.59,3.81,407.0,30383.0
"{'date': '2019-11-06', 'time': '12:04:00'}",0.1,1.14,-2.23,2.51,85.15,-62.77,4.06,403.6,31217.0
"{'date': '2019-11-06', 'time': '12:05:00'}",0.19,1.01,-2.32,2.54,79.43,-66.06,4.01,406.9,32025.0
"{'date': '2019-11-06', 'time': '12:06:00'}",-0.41,1.06,-2.53,2.77,111.08,-65.8,3.96,406.5,29233.0
"{'date': '2019-11-06', 'time': '12:07:00'}",-0.42,1.23,-2.5,2.82,108.99,-62.49,3.71,406.4,26845.0
"{'date': '2019-11-06', 'time': '12:08:00'}",0.42,1.27,-2.32,2.68,71.81,-60.13,3.76,409.1,25245.0
"{'date': '2019-11-06', 'time': '12:09:00'}",0.49,1.36,-2.2,2.63,70.18,-56.66,4.06,410.4,28220.0
"{'date': '2019-11-06', 'time': '12:10:00'}",0.62,1.29,-2.29,2.69,64.41,-58.07,4.1,409.6,30698.0
"{'date': '2019-11-06', 'time': '12:11:00'}",0.63,1.19,-2.35,2.71,61.93,-60.12,3.97,408.7,26233.0
"{'date': '2019-11-06', 'time': '12:12:00'}",0.29,1.23,-2.44,2.75,76.85,-62.63,3.86,407.9,26767.0
"{'date': '2019-11-06', 'time': '12:13:00'}",0.25,1.32,-2.42,2.77,79.44,-60.97,4.04,407.7,24503.0
"{'date': '2019-11-06', 'time': '12:14:00'}",0.25,1.24,-2.45,2.76,78.6,-62.73,3.9,407.2,26307.0
"{'date': '2019-11-06', 'time': '12:15:00'}",0.22,1.18,-2.52,2.79,79.42,-64.57,4.3,407.8,25152.0
"{'date': '2019-11-06', 'time': '12:16:00'}",0.16,1.19,-2.55,2.82,82.18,-64.81,3.8,408.3,25383.0
"{'date': '2019-11-06', 'time': '12:17:00'}",-0.1,0.99,-2.64,2.82,95.98,-69.37,3.87,408.2,22120.0
"{'date': '2019-11-06', 'time': '12:18:00'}",-0.12,0.82,-2.61,2.74,98.44,-72.5,4.53,409.7,30977.0
"{'date': '2019-11-06', 'time': '12:19:00'}",0.03,1.03,-2.39,2.6,88.27,-66.76,5.25,411.2,34774.0
"{'date': '2019-11-06', 'time': '12:20:00'}",0.04,1.03,-2.2,2.43,87.67,-64.92,4.31,410.5,32334.0
"{'date': '2019-11-06', 'time': '12:21:00'}",-0.05,1.05,-2.18,2.42,92.48,-64.24,4.15,407.3,28639.0
"{'date': '2019-11-06', 'time': '12:22:00'}",0.54,1.19,-1.84,2.25,65.49,-54.52,4.06,409.0,32319.0
"{'date': '2019-11-06', 'time': '12:23:00'}",0.59,1.29,-1.82,2.31,65.26,-52.0,3.0,403.0,25500.0
"{'date': '2019-11-06', 'time': '12:24:00'}",0.37,1.3,-1.86,2.3,74.05,-54.05,3.42,406.0,28891.0
"{'date': '2019-11-06', 'time': '12:25:00'}",0.45,1.26,-1.86,2.29,70.26,-54.32,5.12,416.4,41514.0
"{'date': '2019-11-06', 'time': '12:26:00'}",0.46,1.28,-1.8,2.26,70.15,-52.79,5.13,414.8,39640.0
"{'date': '2019-11-06', 'time': '12:27:00'}",0.47,1.1,-1.83,2.18,67.0,-56.77,4.26,411.7,37572.0
"{'date': '2019-11-06', 'time': '12:28:00'}",0.39,1.1,-1.62,2.0,70.41,-54.16,4.89,417.2,48755.0
"{'date': '2019-11-06', 'time': '12:29:00'}",0.01,1.25,-1.49,1.95,89.45,-49.97,4.59,413.1,42348.0
"{'date': '2019-11-06', 'time': '12:30:00'}",-0.17,1.2,-1.58,1.99,98.12,-52.4,4.64,407.0,32323.0
"{'date': '2019-11-06', 'time': '12:31:00'}",0.69,1.0,-1.5,1.93,55.42,-51.13,4.28,408.1,31382.0
"{'date': '2019-11-06', 'time': '12:32:00'}",-0.73,0.94,-1.03,1.57,127.82,-40.86,5.08,417.0,38150.0
"{'date': '2019-11-06', 'time': '12:33:00'}",-0.92,1.19,-1.26,1.96,127.66,-39.98,3.95,402.8,38751.0
"{'date': '2019-11-06', 'time': '12:34:00'}",0.01,0.89,-1.02,1.35,89.5,-48.96,3.91,402.4,38772.0
"{'date': '2019-11-06', 'time': '12:35:00'}",1.52,0.91,-0.76,1.93,30.84,-23.33,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '12:36:00'}",0.53,0.65,-1.89,2.07,50.73,-66.1,3.72,410.4,32685.0
"{'date': '2019-11-06', 'time': '12:37:00'}",0.05,1.01,-1.45,1.77,87.04,-55.09,3.28,406.0,31631.0
"{'date': '2019-11-06', 'time': '12:38:00'}",0.5,0.48,-2.35,2.45,43.56,-73.54,3.75,406.3,27942.0
"{'date': '2019-11-06', 'time': '12:39:00'}",0.72,0.41,-1.93,2.1,29.45,-66.89,4.81,409.1,28194.0
"{'date': '2019-11-06', 'time': '12:40:00'}",0.15,0.79,-1.71,1.89,79.28,-64.82,5.06,411.6,32318.0
"{'date': '2019-11-06', 'time': '12:41:00'}",-0.82,1.46,-0.85,1.88,119.3,-26.93,4.7,407.4,37850.0
"{'date': '2019-11-06', 'time': '12:42:00'}",-0.68,1.73,-0.96,2.1,111.57,-27.33,4.64,401.7,42677.0
"{'date': '2019-11-06', 'time': '12:43:00'}",0.46,0.99,-1.12,1.56,65.35,-45.56,4.31,404.3,38032.0
"{'date': '2019-11-06', 'time': '12:44:00'}",1.19,0.32,-1.68,2.08,15.08,-53.87,3.71,407.0,27220.0
"{'date': '2019-11-06', 'time': '12:45:00'}",1.08,1.06,-1.7,2.27,44.33,-48.32,4.73,416.6,36609.0
"{'date': '2019-11-06', 'time': '12:46:00'}",0.25,0.63,-2.5,2.59,68.65,-74.84,4.1,409.5,26694.0
"{'date': '2019-11-06', 'time': '12:47:00'}",0.4,1.02,-2.33,2.58,68.47,-64.91,4.4,409.0,30977.0
"{'date': '2019-11-06', 'time': '12:48:00'}",0.43,1.08,-2.34,2.61,68.09,-63.52,4.85,408.8,27460.0
"{'date': '2019-11-06', 'time': '12:49:00'}",0.41,1.04,-2.26,2.52,68.46,-63.68,4.17,407.7,26941.0
"{'date': '2019-11-06', 'time': '12:50:00'}",0.39,1.12,-2.15,2.46,70.85,-61.16,4.85,410.2,29166.0
"{'date': '2019-11-06', 'time': '12:51:00'}",0.14,1.16,-2.27,2.55,82.92,-62.71,5.26,413.2,38501.0
"{'date': '2019-11-06', 'time': '12:52:00'}",0.24,1.33,-2.1,2.5,79.8,-57.26,4.71,408.8,29526.0
"{'date': '2019-11-06', 'time': '12:53:00'}",-0.5,1.95,-1.86,2.74,104.51,-42.82,4.55,404.1,24680.0
"{'date': '2019-11-06', 'time': '12:54:00'}",-0.35,2.0,-1.81,2.71,99.98,-41.71,6.4,411.3,41084.0
"{'date': '2019-11-06', 'time': '12:55:00'}",-0.05,2.03,-1.59,2.58,91.53,-38.05,5.93,409.4,38639.0
"{'date': '2019-11-06', 'time': '12:56:00'}",-0.35,1.85,-1.86,2.65,100.68,-44.58,4.71,403.5,27848.0
"{'date': '2019-11-06', 'time': '12:57:00'}",-0.78,1.4,-2.34,2.83,119.07,-55.63,4.51,401.5,27003.0
"{'date': '2019-11-06', 'time': '12:58:00'}",-0.46,1.25,-2.29,2.65,110.33,-59.79,4.44,400.5,28189.0
"{'date': '2019-11-06', 'time': '12:59:00'}",-0.46,1.15,-2.28,2.6,111.86,-61.46,4.36,399.6,26508.0
